"","indiv_ID","tree.id","leaf_num","seed_mass","area","thickness","lma","seed_num","site","island","species","indiv"
"397","TRI.1.GP","1",2,0.0885,12.58339006,0.221,0.00703308087709394,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"398","TRI.1.GP","1",3,0.1351,13.19809394,0.268,0.0102363265948992,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"399","TRI.1.GP","1",4,0.1331,16.69664738,0.227,0.00797166023637974,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"400","TRI.1.GP","1",5,0.1812,19.304629,0.232,0.00938634977134241,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"401","TRI.1.GP","1",6,0.0812,10.81390402,0.219,0.00750885155350214,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"402","TRI.1.GP","1",7,0.0608,9.109087815,0.201,0.00667465296578656,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"403","TRI.1.GP","1",8,0.0846,13.2993533,0.208,0.00636121156357279,NA," gravel_pit"," rota"," triphasia","TRI.1.GP.a"
"404","TRI.3.GP","3",1,0.1712,11.5501505352364,0.262,0.0148223176380009,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"405","TRI.3.GP","3",2,0.1394,15.5623327386262,0.251,0.00895752599184597,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"406","TRI.3.GP","3",3,0.093,12.1773806868867,0.234,0.00763711034345405,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"407","TRI.3.GP","3",4,0.1682,18.9798171275647,0.232,0.00886204534372044,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"408","TRI.3.GP","3",5,0.1535,17.4717049509367,0.273,0.00878563371067978,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"409","TRI.3.GP","3",6,0.1804,18.9910236396075,0.255,0.00949922465599798,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"410","TRI.3.GP","3",7,0.1456,15.0809545049063,0.275,0.0096545613178948,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"411","TRI.3.GP","3",8,0.1312,18.1422557983943,0.235,0.00723173575865974,NA," gravel_pit"," rota"," triphasia","TRI.3.GP.a"
"412","MOR.2.GP","2",1,1.2719,264.205072220356,0.143,0.00481406352009469,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"413","MOR.2.GP","2",2,0.9816,166.435052919843,0.217,0.00589779606386612,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"414","MOR.2.GP","2",3,1.302,251.790570175439,0.164,0.00517096410359138,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"415","MOR.2.GP","2",4,1.0118,171.675397194091,0.191,0.00589368084499662,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"416","MOR.2.GP","2",5,1.3296,NA,0.252,NA,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"417","MOR.2.GP","2",6,0.6298,88.7226959566298,0.244,0.00709852189689845,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"418","MOR.2.GP","2",7,0.7159,98.9191043596115,0.238,0.00723722686971983,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"419","MOR.2.GP","2",8,0.4746,81.7673650327536,0.195,0.00580427166522841,NA," gravel_pit"," rota"," morinda","MOR.2.GP.a"
"420","CYN.1.AYU","1",1,0.2484,27.73685236,0.153,0.00895559441193925,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"421","CYN.1.AYU","1",2,0.2856,41.23918972,0.125,0.00692545129861005,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"422","CYN.1.AYU","1",3,0.3664,52.61881574,0.136,0.00696328860403197,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"423","CYN.1.AYU","1",4,0.5463,65.73198286,0.156,0.0083110226746627,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"424","CYN.1.AYU","1",5,0.7465,113.3054149,0.121,0.00658838768349102,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"425","CYN.1.AYU","1",6,0.6862,106.9759615,0.121,0.00641452519218535,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"426","CYN.1.AYU","1",7,0.2984,40.83989119,0.158,0.00730658166085089,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"427","CYN.1.AYU","1",8,0.2581,37.09738995,0.156,0.00695736277802477,NA," ayuyu"," saipan"," cynometra","CYN.1.AYU.a"
"428","MAY.1.GP","1",1,0.4888,54.454700044603,0.165,0.00897626834046705,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"429","MAY.1.GP","1",2,0.4631,39.9553133363069,0.174,0.0115904484618116,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"430","MAY.1.GP","1",3,0.2749,45.318131132917,0.18,0.00606600477839045,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"431","MAY.1.GP","1",4,0.4769,51.5941960303301,0.181,0.00924328774732046,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"432","MAY.1.GP","1",5,0.5089,51.6422836752899,0.187,0.0098543279611684,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"433","MAY.1.GP","1",6,0.3172,30.1479426851026,0.187,0.0105214476262336,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"434","MAY.1.GP","1",7,0.3757,43.0618588314005,0.191,0.00872465820555895,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"435","MAY.1.GP","1",8,0.3959,41.6064339875111,0.21,0.00951535524815311,NA," gravel_pit"," rota"," maytenus","MAY.1.GP.a"
"436","AGL.2.LDT","2",1,4.6303,NA,0.183,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"437","AGL.2.LDT","2",2,3.3833,NA,0.161,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"438","AGL.2.LDT","2",3,6.0662,NA,0.156,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"439","AGL.2.LDT","2",4,2.9269,NA,0.159,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"440","AGL.2.LDT","2",5,3.3249,NA,0.154,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"441","AGL.2.LDT","2",6,2.0262,NA,0.191,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"442","AGL.2.LDT","2",7,3.0844,NA,0.133,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"443","AGL.2.LDT","2",8,2.7554,NA,0.156,NA,NA," ladt"," saipan"," aglaia","AGL.2.LDT.a"
"444","AGL.2.ISA","2",1,2.3478,NA,0.119,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"445","AGL.2.ISA","2",2,2.1033,NA,0.114,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"446","AGL.2.ISA","2",3,2.3019,NA,0.116,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"447","AGL.2.ISA","2",4,2.2373,NA,0.122,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"448","AGL.2.ISA","2",5,1.6364,NA,0.12,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"449","AGL.2.ISA","2",6,1.5873,NA,0.125,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"450","AGL.2.ISA","2",7,1.0533,NA,0.131,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"451","AGL.2.ISA","2",8,0.7431,NA,0.147,NA,NA," isang"," rota"," aglaia","AGL.2.ISA.a"
"452","AGL.2.LCP","2",1,5.6736,NA,0.188,NA,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"453","AGL.2.LCP","2",2,2.33,378.4976137,0.185,0.00615591727837623,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"454","AGL.2.LCP","2",3,3.3783,444.6824781,0.189,0.00759710617435277,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"455","AGL.2.LCP","2",4,3.2278,NA,0.186,NA,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"456","AGL.2.LCP","2",5,3.7347,NA,0.174,NA,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"457","AGL.2.LCP","2",6,2.7979,NA,0.166,NA,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"458","AGL.2.LCP","2",7,1.8352,NA,0.168,NA,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"459","AGL.2.LCP","2",8,0.8966,NA,0.183,NA,NA," last_command_post"," saipan"," aglaia","AGL.2.LCP.a"
"460","AGL.1.PAL","1",1,2.1412,NA,0.15,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"461","AGL.1.PAL","1",2,2.414,NA,0.145,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"462","AGL.1.PAL","1",3,3.6387,NA,0.144,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"463","AGL.1.PAL","1",4,1.699,NA,0.139,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"464","AGL.1.PAL","1",5,1.8263,NA,0.137,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"465","AGL.1.PAL","1",6,2.0682,NA,0.148,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"466","AGL.1.PAL","1",7,1.6714,NA,0.16,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"467","AGL.1.PAL","1",8,2.142,NA,0.155,NA,NA," palii"," rota"," aglaia","AGL.1.PAL.a"
"468","EUG.1.GP","1",1,0.1866,29.12184421,0.215,0.00640756123322452,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"469","EUG.1.GP","1",2,0.2094,31.00279018,0.232,0.00675423078968823,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"470","EUG.1.GP","1",3,0.1876,18.58986299,0.273,0.0100915213899594,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"471","EUG.1.GP","1",4,0.1657,14.89551262,0.262,0.0111241555914979,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"472","EUG.1.GP","1",5,0.2497,40.73154634,0.225,0.00613038350952035,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"473","EUG.1.GP","1",6,0.1043,10.81513624,0.248,0.00964389145781117,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"474","EUG.1.GP","1",7,0.1396,13.13622806,0.26,0.0106270992983963,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"475","EUG.1.GP","1",8,0.1206,12.38184075,0.257,0.00974007035262507,NA," gravel_pit"," rota"," eugenia","EUG.1.GP.a"
"476","AID.1.LDT","1",1,0.2187,41.15676044,0.116,0.00531382931168331,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"477","AID.1.LDT","1",2,0.3823,59.96937387,0.143,0.00637492065247737,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"478","AID.1.LDT","1",3,0.4033,67.09573503,0.115,0.00601081424653408,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"479","AID.1.LDT","1",4,0.3421,53.62704174,0.144,0.00637924429355256,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"480","AID.1.LDT","1",5,0.3781,58.61740018,0.129,0.00645030313249898,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"481","AID.1.LDT","1",6,0.2594,52.9175363,0.135,0.00490196668509679,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"482","AID.1.LDT","1",7,0.2855,41.99712027,0.155,0.00679808515832793,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"483","AID.1.LDT","1",8,0.3934,58.51084133,0.152,0.00672354030565433,NA," ladt"," saipan"," aidia","AID.1.LDT.a"
"484","OCH.1.MTR1","1",1,0.5057,80.09803839,0.264,0.00631351291697969,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"485","OCH.1.MTR1","1",1,0.5057,65.137443438914,0.264,0.00776358378993253,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"486","OCH.1.MTR1","1",2,0.9039,88.63310001,0.274,0.0101982216564468,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"487","OCH.1.MTR1","1",2,0.9039,78.4311840120664,0.274,0.0115247527037325,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"488","OCH.1.MTR1","1",3,0.621,67.60185263,0.274,0.00918613877934487,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"489","OCH.1.MTR1","1",3,0.621,59.6668552036199,0.274,0.0104077883421335,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"490","OCH.1.MTR1","1",4,0.4527,84.45204963,0.232,0.00536043828401279,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"491","OCH.1.MTR1","1",4,0.4527,50.3527526395173,0.232,0.00899057104665052,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"492","OCH.1.MTR1","1",5,0.3956,63.42740381,0.241,0.00623705175108601,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"493","OCH.1.MTR1","1",5,0.3956,59.9415535444947,0.241,0.00659976221180763,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"494","OCH.1.MTR1","1",6,0.3767,63.46816528,0.259,0.00593525901273698,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"495","OCH.1.MTR1","1",6,0.3767,51.11104826546,0.259,0.00737022645365244,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"496","OCH.1.MTR1","1",7,0.2972,49.04723233,0.228,0.00605946525178784,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"497","OCH.1.MTR1","1",7,0.2972,56.7283182503771,0.228,0.00523900600557684,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"498","OCH.1.MTR1","1",8,0.2929,48.13078222,0.225,0.00608550259293916,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"499","OCH.1.MTR1","1",8,0.2929,37.702677224736,0.225,0.00776867908488561,NA," mtr1"," saipan"," ochrosia","OCH.1.MTR1.a"
"500","CYN.1.KC","1",1,0.7345,85.03566879,0.152,0.00863755187030852,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"501","CYN.1.KC","1",2,0.8916,116.9247134,0.164,0.00762541958901222,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"502","CYN.1.KC","1",3,0.7312,102.6908086,0.14,0.00712040356842608,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"503","CYN.1.KC","1",4,0.822,98.95387438,0.135,0.00830690061556739,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"504","CYN.1.KC","1",5,0.5922,73.58770701,0.133,0.00804753978703976,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"505","CYN.1.KC","1",6,0.776,57.0397351,0.173,0.0136045512595657,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"506","CYN.1.KC","1",7,0.7155,67.06261146,0.162,0.0106691341780921,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"507","CYN.1.KC","1",8,0.466,47.7710828,0.168,0.00975485529501123,NA," kalabera_cave"," saipan"," cynometra","CYN.1.KC.a"
"508","AID.2.GP","2",1,0.267,52.953011569873,0.069,0.00504220613869499,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"509","AID.2.GP","2",2,0.2703,65.5963305353902,0.065,0.00412065732631445,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"510","AID.2.GP","2",3,0.2929,71.2457171649311,0.04,0.00411112431252461,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"511","AID.2.GP","2",4,0.4615,88.0531575411488,0.109,0.0052411521958691,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"512","AID.2.GP","2",5,0.3701,66.3475814578435,0.11,0.00557819881098692,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"513","AID.2.GP","2",6,0.3169,56.5405609674169,0.115,0.00560482589096742,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"514","AID.2.GP","2",7,0.7155,72.5044507893853,0.105,0.00986835969668154,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"515","AID.2.GP","2",8,0.3267,58.0167114544844,0.118,0.00563113612973918,NA," gravel_pit"," rota"," aidia","AID.2.GP.a"
"516","GUA.1.GP","1",1,0.1664,35.06793599,0.1,0.00474507538873833,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"517","GUA.1.GP","1",2,0.1486,29.8871822,0.095,0.0049720311204179,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"518","GUA.1.GP","1",3,0.0886,21.51232159,0.083,0.00411856989164692,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"519","GUA.1.GP","1",4,0.134,31.16422279,0.101,0.00429980240171425,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"520","GUA.1.GP","1",5,0.1366,26.70720897,0.1,0.00511472389920795,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"521","GUA.1.GP","1",6,0.1324,26.9547558,0.1,0.00491193468723616,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"522","GUA.1.GP","1",7,0.1713,34.33600022,0.097,0.00498893286645022,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"523","GUA.1.GP","1",8,0.103,24.34949264,0.089,0.00423006760439835,NA," gravel_pit"," rota"," guamia","GUA.1.GP.a"
"524","MEL.3.GP","3",1,1.4072,375.560840707965,0.087,0.0037469295183899,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"525","MEL.3.GP","3",2,2.6102,487.58920666356,0.091,0.00535327682468791,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"526","MEL.3.GP","3",3,0.9903,324.224166288566,0.069,0.00305436825186748,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"527","MEL.3.GP","3",4,0.9799,292.711231629216,0.07,0.00334766792017487,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"528","MEL.3.GP","3",5,0.7168,223.849582304917,0.065,0.00320215026813679,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"529","MEL.3.GP","3",6,1.5256,NA,0.088,NA,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"530","MEL.3.GP","3",7,0.3324,137.48065029985,0.061,0.00241779478984878,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"531","MEL.3.GP","3",8,0.4015,158.575074962519,0.062,0.00253192375973904,NA," gravel_pit"," rota"," melanolepis","MEL.3.GP.a"
"532","MAY.2.GP","2",1,0.5128,69.6407767,0.148,0.00736350202136674,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"533","MAY.2.GP","2",2,0.3446,72.66767954,0.204,0.0047421357360161,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"534","MAY.2.GP","2",3,0.4811,81.6443341,0.178,0.00589263180725728,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"535","MAY.2.GP","2",4,0.3451,51.41132439,0.145,0.0067125288853116,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"536","MAY.2.GP","2",5,0.543,63.75572519,0.194,0.00851688218402022,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"537","MAY.2.GP","2",6,0.3789,61.5847323,0.184,0.00615249893681847,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"538","MAY.2.GP","2",7,0.3894,75.5801951,0.157,0.00515214335560772,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"539","MAY.2.GP","2",8,0.4794,86.42899274,0.185,0.00554674982088655,NA," gravel_pit"," rota"," maytenus","MAY.2.GP.a"
"540","PRE.1.NAF","1",1,1.0827,NA,0.264,NA,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"541","PRE.1.NAF","1",2,0.864,NA,0.288,NA,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"542","PRE.1.NAF","1",3,0.8831,NA,0.305,NA,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"543","PRE.1.NAF","1",4,1.2783,132.122331174838,0.265,0.00967512447466901,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"544","PRE.1.NAF","1",5,0.8421,107.518529139685,0.217,0.00783213839268545,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"545","PRE.1.NAF","1",6,0.768,83.1444310823312,0.313,0.00923693854179496,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"546","PRE.1.NAF","1",8,0.5982,86.5642994596995,0.177,0.00691047006368365,NA," naftan"," saipan"," premna","PRE.1.NAF.a"
"547","PSY.2.NAF","2",1,0.0833,14.5631132917038,0.236,0.00571993078207072,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"548","PSY.2.NAF","2",2,0.0913,16.2987845673506,0.232,0.00560164468845674,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"549","PSY.2.NAF","2",3,0.2203,30.1875836306869,0.248,0.00729770234991767,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"550","PSY.2.NAF","2",4,0.2022,26.5537466547725,0.25,0.00761474463957268,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"551","PSY.2.NAF","2",5,0.0853,14.1841826494202,0.252,0.00601374094710258,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"552","PSY.2.NAF","2",6,0.2315,37.0716436217663,0.231,0.00624466512361693,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"553","PSY.2.NAF","2",7,0.0882,14.890025646744,0.25,0.00592342834676627,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"554","PSY.2.NAF","2",8,0.2235,36.4976862176628,0.236,0.00612367585898743,NA," naftan"," saipan"," psychotria","PSY.2.NAF.a"
"555","AID.2.LDT","2",1,0.4304,71.9800974512744,0.125,0.00597943063763357,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"556","AID.2.LDT","2",2,0.2942,38.8268365817091,0.139,0.00757723332367989,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"557","AID.2.LDT","2",3,0.1745,28.1111694152924,0.122,0.00620749700669061,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"558","AID.2.LDT","2",4,0.2764,48.3115817091454,0.118,0.00572119541984851,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"559","AID.2.LDT","2",5,0.3189,39.0396926536732,0.155,0.00816860939016628,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"560","AID.2.LDT","2",6,0.47,69.989167916042,0.128,0.00671532487089724,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"561","AID.2.LDT","2",7,0.2226,30.3115817091454,0.134,0.00734372762648801,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"562","AID.2.LDT","2",8,0.1888,27.6274362818591,0.131,0.00683378646045313,NA," ladt"," saipan"," aidia","AID.2.LDT.a"
"563","GUA.2.LDT","2",1,0.1922,40.5176950998185,0.115,0.00474360645457498,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"564","GUA.2.LDT","2",2,0.1888,39.5881068511797,0.127,0.0047691090839413,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"565","GUA.2.LDT","2",3,0.1698,29.8060344827586,0.127,0.00569683297180043,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"566","GUA.2.LDT","2",4,0.2186,42.9144453266788,0.114,0.00509385588782391,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"567","GUA.2.LDT","2",5,0.1732,25.71472323049,0.141,0.00673544095526707,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"568","GUA.2.LDT","2",6,0.2495,47.97277676951,0.128,0.00520086634131578,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"569","GUA.2.LDT","2",7,0.1633,27.2315676043557,0.137,0.00599671683880145,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"570","GUA.2.LDT","2",8,0.1651,30.3387590744102,0.135,0.00544188374992756,NA," ladt"," saipan"," guamia","GUA.2.LDT.a"
"571","OCH.1.LDT","1",1,0.3666,57.65676044,0.243,0.00635831769253666,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"572","OCH.1.LDT","1",2,0.4142,57.26236388,0.299,0.00723337235724331,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"573","OCH.1.LDT","1",3,0.4198,43.27642922,0.279,0.00970043064010446,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"574","OCH.1.LDT","1",4,0.4123,52.0896098,0.276,0.00791520615307047,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"575","OCH.1.LDT","1",5,0.2719,39.01633394,0.296,0.00696887617422315,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"576","OCH.1.LDT","1",6,0.3209,37.13838975,0.272,0.00864065464766145,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"577","OCH.1.LDT","1",7,0.3857,41.86105959,0.323,0.00921381359615986,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"578","OCH.1.LDT","1",8,0.2437,38.29469047,0.303,0.00636380649664512,NA," ladt"," saipan"," ochrosia","OCH.1.LDT.a"
"579","MAY.2.PAL","2",1,0.2622,67.81787263,0.217,0.00386623746560892,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"580","MAY.2.PAL","2",2,0.2832,71.35349081,0.295,0.00396897190011495,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"581","MAY.2.PAL","2",3,0.2987,54.76760353,0.224,0.00545395417632947,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"582","MAY.2.PAL","2",4,0.3138,57.4764165,0.257,0.00545963055995323,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"583","MAY.2.PAL","2",5,0.3239,73.99099267,0.244,0.0043775598665718,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"584","MAY.2.PAL","2",6,0.3447,74.02833486,0.241,0.00465632518483477,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"585","MAY.2.PAL","2",7,0.4586,64.97736576,0.2,0.00705784229071216,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"586","MAY.2.PAL","2",8,0.3714,59.1144048,0.245,0.00628273263101517,NA," palii"," rota"," maytenus","MAY.2.PAL.a"
"587","AGL.1.LCP","1",1,4.0991,686.3608992,0.185,0.00597222249224537,NA," last_command_post"," saipan"," aglaia","AGL.1.LCP.a"
"588","AGL.1.LCP","1",2,2.2303,373.843932,0.21,0.00596585850161666,NA," last_command_post"," saipan"," aglaia","AGL.1.LCP.a"
"589","AGL.1.LCP","1",3,2.92,438.1856406,0.185,0.0066638422838359,NA," last_command_post"," saipan"," aglaia","AGL.1.LCP.a"
"590","AGL.1.LCP","1",4,1.473,182.5766812,0.191,0.00806784300338131,NA," last_command_post"," saipan"," aglaia","AGL.1.LCP.a"
"591","AGL.1.LCP","1",5,2.8921,352.4423614,0.199,0.00820588078150358,NA," last_command_post"," saipan"," aglaia","AGL.1.LCP.a"
"592","AGL.1.LCP","1",6,1.6275,238.1618507,0.199,0.00683358814695338,NA," last_command_post"," saipan"," aglaia","AGL.1.LCP.a"
