species,disp,island,site,fence,numalive,date,observer,dataentry,dateenter,uniqueidsppfence,canopydate,north,east,south,west,avgcover,avgopen,doubleplant,plantdt,dist,soil,numseedplant,DDsurvival_notes,bird,age,centavgopen,Freq,area,dens_100m,seedsize,se_size,sd_size,n,regdens,se_abund.x,disp.y,regdenswd,se_abund.y
morinda,yes,guam,nblas,B3,5,7/14/11,ICC,Jazz ,5/31/13,nblasB3morinda,24-Jun-11,94,94,93,92,93.25,6.75,no,6/17/10,near,mix,5,NA,no,392,-2.371369295,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,C0,4,7/14/11,ICC,Jazz ,5/31/13,nblasC0morinda,24-Jun-11,90,73,76,91,82.5,17.5,no,6/17/10,far,mix,5, ,no,392,8.378630705,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,C3,4,7/14/11,ICC,Jazz ,5/31/13,nblasC3morinda,24-Jun-11,86,89,84,90,87.25,12.75,no,6/17/10,near,mix,5,NA,no,392,3.628630705,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,C4,3,7/14/11,ICC,Jazz ,5/31/13,nblasC4morinda,24-Jun-11,95,94,91,93,93.25,6.75,no,6/17/10,far,mix,5,NA,no,392,-2.371369295,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,D2,4,7/14/11,ICC,Jazz ,5/31/13,nblasD2morinda,24-Jun-11,92,94,91,94,92.75,7.25,no,6/17/10,far,mix,5,NA,no,392,-1.871369295,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,E4,5,7/14/11,ICC,Jazz ,5/31/13,nblasE4morinda,24-Jun-11,87,92,88,77,86,14,no,6/17/10,far,mix,5,NA,no,392,4.878630705,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,S1,0,7/14/11,ICC,Jazz ,5/31/13,nblasS1morinda,24-Jun-11,94,94,93,94,93.75,6.25,no,6/17/10,near,mix,5,NA,no,392,-2.871369295,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,nblas,S4,4,7/14/11,ICC,Jazz ,5/31/13,nblasS4morinda,24-Jun-11,96,96,92,93,94.25,5.75,no,6/17/10,near,soil,5,NA,no,392,-3.371369295,14,3600,38.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,A2,5,7/13/11,km,Jeff Brown,6/2/13,raceA2morinda,23-Jun-11,91,92,93,88,91,9,no,6/23/10,far,mix,5,NA,no,385,-0.121369295,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,B2,3,7/13/11,km,Jeff Brown,6/2/13,raceB2morinda,23-Jun-11,92,94,95,95,94,6,no,6/23/10,far,mix,5,NA,no,385,-3.121369295,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,B3,3,7/13/11,km,Jeff Brown,6/2/13,raceB3morinda,23-Jun-11,96,94,94,93,94.25,5.75,no,6/23/10,far,mix,5,NA,no,385,-3.371369295,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,B4,2,7/13/11,km,Jeff Brown,6/2/13,raceB4morinda,23-Jun-11,94,93,92,94,93.25,6.75,no,6/23/10,near,mix,5,NA,no,385,-2.371369295,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,D2,5,7/13/11,km,Jeff Brown,6/2/13,raceD2morinda,23-Jun-11,94,92,94,93,93.25,6.75,yes,6/23/10,near,mix,5,NA,no,385,-2.371369295,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,E4,4,7/13/11,km,Jeff Brown,6/2/13,raceE4morinda,23-Jun-11,90,93,91,87,90.25,9.75,no,6/23/10,far,mix,5,"second DD herb collection recorded this as fence E4, but we think it is actually E3",no,385,0.628630705,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,S4,5,7/13/11,km,Jeff Brown,6/2/13,raceS4morinda,23-Jun-11,89,90,92,92,90.75,9.25,no,6/23/10,near,mix,5,NA,no,385,0.128630705,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,race,S6,4,7/13/11,km,Jeff Brown,6/2/13,raceS6morinda,23-Jun-11,93,95,93,89,92.5,7.5,no,6/23/10,near,mix,5,NA,no,385,-1.621369295,12,3400,35.29411765,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,B4,4,7/13/11,icc,Jeff Brown,6/3/13,ritdB4morinda,23-Jun-11,92,92,92,94,92.5,7.5,no,6/15/10,near,mix,5,NA,no,393,-1.621369295,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,C0,1,7/13/11,icc,Jeff Brown,6/3/13,ritdC0morinda,23-Jun-11,92,89,93,93,91.75,8.25,yes,6/15/10,far,mix,5,Morinda far; Neiso near,no,393,-0.871369295,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,C1,0,7/13/11,icc,Jeff Brown,6/3/13,ritdC1morinda,23-Jun-11,94,93,92,93,93,7,no,6/15/10,far,mix,5,NA,no,393,-2.121369295,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,C3,4,7/13/11,icc,Jeff Brown,6/3/13,ritdC3morinda,23-Jun-11,91,88,93,93,91.25,8.75,yes,6/15/10,near,mix,5,Morinda near; Neiso far,no,393,-0.371369295,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,E0,5,7/13/11,icc,Jeff Brown,6/3/13,ritdE0morinda,23-Jun-11,90,91,86,82,87.25,12.75,no,6/15/10,far,mix,5,NA,no,393,3.628630705,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,E1,5,7/13/11,icc,Jeff Brown,6/3/13,ritdE1morinda,23-Jun-11,93,93,93,93,93,7,no,6/15/10,far,mix,5,NA,no,393,-2.121369295,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,S5,4,7/13/11,icc,Jeff Brown,6/3/13,ritdS5morinda,23-Jun-11,89,87,81,92,87.25,12.75,no,6/15/10,near,mix,5,NA,no,393,3.628630705,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,ritd,S6,4,7/13/11,icc,Jeff Brown,6/3/13,ritdS6morinda,23-Jun-11,88,90,82,83,85.75,14.25,no,6/15/10,near,mix,5,NA,no,393,5.128630705,31,3600,86.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,A0,3,7/14/11,RV,Jazz ,5/31/13,sblasA0morinda,22-Jun-11,96,93,93,96,94.5,5.5,no,6/14/10,near,karst,5,NA,no,395,-3.621369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,A1,3,7/14/11,RV,Jazz ,5/31/13,sblasA1morinda,22-Jun-11,90,93,94,90,91.75,8.25,no,6/14/10,far,mix,5,NA,no,395,-0.871369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,A2,5,7/14/11,RV,Jazz ,5/31/13,sblasA2morinda,22-Jun-11,93,91,92,90,91.5,8.5,no,6/14/10,near,mix,5,NA,no,395,-0.621369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,A4,5,7/14/11,RV,Jazz ,5/31/13,sblasA4morinda,22-Jun-11,90,86,83,95,88.5,11.5,no,6/14/10,near,mix,5,NA,no,395,2.378630705,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,B4,5,7/14/11,RV,Jazz ,5/31/13,sblasB4morinda,22-Jun-11,93,88,90,90,90.25,9.75,no,6/14/10,far,mix,5,NA,no,395,0.628630705,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,E3,4,7/14/11,RV,Jazz ,5/31/13,sblasE3morinda,22-Jun-11,95,91,92,95,93.25,6.75,no,6/14/10,far,mix,5,NA,no,395,-2.371369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,E4,5,7/14/11,RV,Jazz ,5/31/13,sblasE4morinda,22-Jun-11,93,92,93,94,93,7,yes,6/14/10,far,mix,5,NA,no,395,-2.121369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,sblas,S1,5,7/14/11,RV,Jazz ,5/31/13,sblasS1morinda,22-Jun-11,87,82,96,93,89.5,10.5,no,6/14/10,near,karst,5,"HSR 6/22/11: ""Morinda"" was written in Near/Far- need to go to original datasheets to figure out.  7/3/11: HSR- planting_planned database says near. ",no,395,1.378630705,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,A0,0,7/17/11,KM,KW,3-May-13,grvptA0morinda,14-Jun-11,93,91,95,94,93.25,6.75,no,6/16/10,far,NA,5,NA,yes,396,-2.371369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,A1,0,7/17/11,KM,KW,3-May-13,grvptA1morinda,14-Jun-11,94,95,94,95,94.5,5.5,no,6/16/10,far,NA,5,NA,yes,396,-3.621369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,B4,5,7/17/11,KM,KW,3-May-13,grvptB4morinda,14-Jun-11,87,92,96,93,92,8,no,6/16/10,far,NA,5,NA,yes,396,-1.121369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,C1,0,7/17/11,KM,KW,3-May-13,grvptC1morinda,14-Jun-11,96,93,92,93,93.5,6.5,no,6/16/10,near,NA,5,NA,yes,396,-2.621369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,C4,1,7/17/11,KM,KW,3-May-13,grvptC4morinda,14-Jun-11,93,92,91,91,91.75,8.25,no,6/16/10,far,NA,5,NA,yes,396,-0.871369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,E4,1,7/17/11,KM,KW,3-May-13,grvptE4morinda,14-Jun-11,95,94,93,94,94,6,yes,6/16/10,far,NA,5,both Mor and Pap planted here,yes,396,-3.121369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,S6,4,7/17/11,KM,KW,3-May-13,grvptS6morinda,14-Jun-11,94,90,91,94,92.25,7.75,no,6/16/10,near,NA,5,NA,yes,396,-1.371369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,grvpt,S7,0,7/17/11,KM,KW,3-May-13,grvptS7morinda,14-Jun-11,92,91,93,93,92.25,7.75,no,6/16/10,near,NA,5,NA,yes,396,-1.371369295,8,3600,22.22222222,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,A0,5,7/20/11,KM,KW,19-Feb-13,isaA0morinda,16-Jun-11,90,91,86,94,90.25,9.75,no,6/15/10,far,NA,5,NA,yes,400,0.628630705,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,B3,3,7/20/11,KM,KW,19-Feb-13,isaB3morinda,16-Jun-11,94,90,93,95,93,7,no,6/15/10,far,NA,5,NA,yes,400,-2.121369295,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,C4,4,7/20/11,KM,KW,19-Feb-13,isaC4morinda,16-Jun-11,87,78,79,87,82.75,17.25,no,6/15/10,near,NA,5,NA,yes,400,8.128630705,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,D0,0,7/20/11,KM,KW,19-Feb-13,isaD0morinda,16-Jun-11,93,92,92,96,93.25,6.75,no,6/15/10,near,NA,5,NA,yes,400,-2.371369295,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,D1,1,7/20/11,KM,KW,19-Feb-13,isaD1morinda,16-Jun-11,92,90,91,92,91.25,8.75,no,6/15/10,far,NA,5,NA,yes,400,-0.371369295,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,E0,1,7/20/11,KM,KW,19-Feb-13,isaE0morinda,16-Jun-11,92,94,92,93,92.75,7.25,no,6/15/10,far,NA,5,NA,yes,400,-1.871369295,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,S2,3,7/20/11,KM,KW,19-Feb-13,isaS2morinda,16-Jun-11,89,92,81,86,87,13,no,6/15/10,near,NA,5,NA,yes,400,3.878630705,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,isa,S4,1,7/20/11,KM,KW,19-Feb-13,isaS4morinda,16-Jun-11,95,93,94,96,94.5,5.5,no,6/15/10,near,NA,5,NA,yes,400,-3.621369295,34,3600,94.44444444,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,palii,A1,2,7/18/11,OM,KW,8-Mar-13,paliiA1morinda,14-Jun-11,90,93,92,92,91.75,8.25,yes,6/17/10,far,mix,5,planted with papaya,yes,396,-0.871369295,5,3600,13.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,palii,B4,5,7/18/11,OM,KW,8-Mar-13,paliiB4morinda,14-Jun-11,93,87,90,92,90.5,9.5,no,6/17/10,far,soil,5,1/5 partially rooted,yes,396,0.378630705,5,3600,13.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,palii,C4,0,7/18/11,OM,KW,8-Mar-13,paliiC4morinda,14-Jun-11,95,96,93,91,93.75,6.25,no,6/17/10,far,soil,5,1/5 partially rooted,yes,396,-2.871369295,5,3600,13.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,palii,E0,3,7/18/11,OM,KW,8-Mar-13,paliiE0morinda,14-Jun-11,89,93,94,91,91.75,8.25,no,6/17/10,near,mix,5,NA,yes,396,-0.871369295,5,3600,13.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,palii,E1,5,7/18/11,OM,KW,8-Mar-13,paliiE1morinda,14-Jun-11,92,92,96,94,93.5,6.5,yes,6/17/10,near,mix,5,planted with papaya,yes,396,-2.621369295,5,3600,13.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,rota,palii,E3,3,7/18/11,OM,KW,8-Mar-13,paliiE3morinda,14-Jun-11,93,95,94,93,93.75,6.25,yes,6/17/10,near,mix,5,1/5 partially rooted; planted with papaya,yes,396,-2.871369295,5,3600,13.88888889,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
neisosperma,no,guam,anao,A2,5,7/14/11,KM,Jazz ,5/31/13,anaoA2neisosperma,22-Jun-11,91,89,82,84,86.5,13.5,no,6/16/10,near,mix,5,NA,no,393,4.378630705,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,A3,5,7/14/11,KM,Jazz ,5/31/13,anaoA3neisosperma,22-Jun-11,91,92,88,91,90.5,9.5,no,6/16/10,far,mix,5,NA,no,393,0.378630705,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,B0,5,7/14/11,KM,Jazz ,5/31/13,anaoB0neisosperma,22-Jun-11,91,93,93,91,92,8,no,6/16/10,far,mix,5,NA,no,393,-1.121369295,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,B2,5,7/14/11,KM,Jazz ,5/31/13,anaoB2neisosperma,22-Jun-11,88,90,91,92,90.25,9.75,no,6/16/10,near,mix,5,NA,no,393,0.628630705,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,D1,5,7/14/11,KM,Jazz ,5/31/13,anaoD1neisosperma,22-Jun-11,95,92,92,91,92.5,7.5,no,6/16/10,far,mix,5,NA,no,393,-1.621369295,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,D4,5,7/14/11,KM,Jazz ,5/31/13,anaoD4neisosperma,22-Jun-11,94,92,93,92,92.75,7.25,yes,6/16/10,far,karst,5,NA,no,393,-1.871369295,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,E0,5,7/14/11,KM,Jazz ,5/31/13,anaoE0neisosperma,22-Jun-11,95,94,91,94,93.5,6.5,no,6/16/10,near,karst,5,NA,no,393,-2.621369295,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,anao,E1,5,7/14/11,KM,Jazz ,5/31/13,anaoE1neisosperma,22-Jun-11,93,96,94,94,94.25,5.75,no,6/16/10,near,mix,5,NA,no,393,-3.371369295,115,3600,319.4444444,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,A1,5,7/14/11,KM,KW,3-May-13,nblasA1neisosperma,24-Jun-11,76,85,89,84,83.5,16.5,no,6/17/10,near,soil,5,NA,no,392,7.378630705,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,A2,4,7/14/11,KM,KW,3-May-13,nblasA2neisosperma,24-Jun-11,94,87,91,92,91,9,no,6/17/10,far,soil,5,NA,no,392,-0.121369295,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,A4,4,7/14/11,KM,KW,3-May-13,nblasA4neisosperma,24-Jun-11,87,94,94,83,89.5,10.5,yes,6/17/10,far,mix,5,NA,no,392,1.378630705,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,B2,5,7/14/11,KM,KW,3-May-13,nblasB2neisosperma,24-Jun-11,95,94,92,93,93.5,6.5,no,6/17/10,near,mix,5,NA,no,392,-2.621369295,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,B4,5,7/14/11,KM,KW,3-May-13,nblasB4neisosperma,24-Jun-11,93,94,93,94,93.5,6.5,yes,6/17/10,near,mix,5,NA,no,392,-2.621369295,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,C2,5,7/14/11,KM,KW,3-May-13,nblasC2neisosperma,24-Jun-11,88,93,94,93,92,8,no,6/17/10,far,mix,5,NA,no,392,-1.121369295,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,D4,5,7/14/11,KM,KW,3-May-13,nblasD4neisosperma,24-Jun-11,93,83,80,87,85.75,14.25,no,6/17/10,far,mix,5,NA,no,392,5.128630705,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,nblas,S6,5,7/14/11,KM,KW,3-May-13,nblasS6neisosperma,24-Jun-11,90,91,92,95,92,8,no,6/17/10,near,mix,5,NA,no,392,-1.121369295,33,3600,91.66666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,A3,5,7/13/11,rv,Jeff Brown,6/3/13,ritdA3neisosperma,23-Jun-11,95,90,92,89,91.5,8.5,no,6/15/10,near,mix,5,NA,no,393,-0.621369295,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,B1,4,7/13/11,rv,Jeff Brown,6/3/13,ritdB1neisosperma,23-Jun-11,92,91,96,93,93,7,no,6/15/10,near,mix,5,16aug13: hsr changed spp from morinda to neisosperma based on seedlingID database and planting datasheets. ,no,393,-2.121369295,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,C0,1,7/13/11,rv,Jeff Brown,6/3/13,ritdC0neisosperma,23-Jun-11,92,89,93,93,91.75,8.25,yes,6/15/10,near,mix,5,Morinda far; Neiso near,no,393,-0.871369295,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,C3,5,7/13/11,rv,Jeff Brown,6/3/13,ritdC3neisosperma,23-Jun-11,91,88,93,93,91.25,8.75,yes,6/15/10,far,mix,5,Morinda near; Neiso far,no,393,-0.371369295,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,D0,5,7/13/11,rv,Jeff Brown,6/3/13,ritdD0neisosperma,23-Jun-11,78,89,92,88,86.75,13.25,no,6/15/10,far,mix,5,NA,no,393,4.128630705,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,D1,4,7/13/11,rv,Jeff Brown,6/3/13,ritdD1neisosperma,23-Jun-11,87,75,82,91,83.75,16.25,no,6/15/10,near,mix,5,NA,no,393,7.128630705,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,D4,5,7/13/11,rv,Jeff Brown,6/3/13,ritdD4neisosperma,23-Jun-11,90,85,89,92,89,11,no,6/15/10,far,mix,5,NA,no,393,1.878630705,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,ritd,E4,4,7/13/11,rv,Jeff Brown,6/3/13,ritdE4neisosperma,23-Jun-11,93,92,91,92,92,8,no,6/15/10,far,mix,5,NA,no,393,-1.121369295,231,3600,641.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,B3,5,7/14/11,RV,Jazz ,5/31/13,sblasB3neisosperma,22-Jun-11,95,92,96,94,94.25,5.75,no,6/14/10,far,mix,5,NA,no,395,-3.371369295,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,C4,5,7/14/11,RV,Jazz ,5/31/13,sblasC4neisosperma,22-Jun-11,82,84,82,86,83.5,16.5,no,6/14/10,near,mix,5,NA,no,395,7.378630705,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,D0,5,7/14/11,RV,Jazz ,5/31/13,sblasD0neisosperma,22-Jun-11,83,85,75,61,76,24,no,6/14/10,far,mix,5,NA,no,395,14.87863071,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,D1,5,7/14/11,RV,Jazz ,5/31/13,sblasD1neisosperma,22-Jun-11,88,86,93,91,89.5,10.5,no,6/14/10,far,mix,5,NA,no,395,1.378630705,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,D3,5,7/14/11,RV,Jazz ,5/31/13,sblasD3neisosperma,22-Jun-11,92,94,95,94,93.75,6.25,no,6/14/10,near,mix,5,NA,no,395,-2.871369295,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,D4,5,7/14/11,RV,Jazz ,5/31/13,sblasD4neisosperma,22-Jun-11,89,93,90,95,91.75,8.25,no,6/14/10,near,mix,5,NA,no,395,-0.871369295,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
neisosperma,no,guam,sblas,E2,2,7/14/11,RV,Jazz ,5/31/13,sblasE2neisosperma,22-Jun-11,93,93,94,95,93.75,6.25,no,6/14/10,far,karst,5,NA,no,395,-2.871369295,69,3600,191.6666667,361.6908438,27.06011108,108.2404443,16,121.0190137,60.37634573,yes,153.7037037,79.96805775
